preco,tipo,area,quartos,bairro
2200,1,48,1,3
2200,3,48,1,3
2200,3,48,1,3
2100,3,48,1,1
1550,1,48,1,3
1400,1,48,1,6
1400,1,48,1,6
1300,1,48,1,5
1000,1,48,1,9
900,1,48,1,1
850,4,48,1,29
800,2,48,1,1
750,1,48,1,8
700,1,48,1,8
4000,3,49,1,3
2700,1,49,1,3
2600,3,49,1,3
2500,3,49,1,1
1600,2,49,1,1
980,1,49,1,1
600,1,49,1,27
4600,3,50,1,3
2700,1,50,1,1
2300,1,50,1,1
1900,1,50,1,2
1900,1,50,1,1
1800,1,50,1,1
1500,1,50,1,4
1200,1,50,1,1
850,1,50,1,18
850,4,50,1,29
800,1,50,1,5
750,1,50,1,8
700,1,50,1,20
690,1,50,1,10
660,1,50,1,10
650,1,50,1,19
650,1,50,1,15
650,1,50,1,15
550,1,50,1,19
500,1,50,1,10
400,4,50,1,10
7200,1,51,1,3
4000,3,51,1,1
3650,3,51,1,3
3300,1,51,1,1
2900,1,51,1,1
2900,1,51,1,1
2800,3,51,1,1
2600,1,51,1,3
2600,1,51,1,3
2500,1,51,1,3
2450,3,51,1,1
1700,1,51,1,6
600,3,51,1,1
2600,3,52,1,1
2400,3,52,1,1
2253,1,52,1,1
1850,1,52,1,6
1350,2,52,1,2
3400,1,53,1,1
3300,1,53,1,1
2600,3,53,1,3
2450,1,53,1,1
600,1,53,1,19
3500,1,54,1,1
2500,3,54,1,1
900,1,54,1,18
4000,1,55,1,3
960,1,55,1,1
750,1,55,1,5
750,4,55,1,11
700,1,55,1,19
2200,1,56,1,3
1600,1,56,1,6
1600,1,56,1,3
800,1,56,1,20
3500,3,58,1,3
2100,4,58,1,6
1950,1,58,1,6
600,2,58,1,11
4500,3,60,1,3
4000,3,60,1,3
2600,1,60,1,6
2600,1,60,1,6
2400,1,60,1,6
2300,1,60,1,2
2300,1,60,1,6
1950,1,60,1,4
1800,1,60,1,13
950,2,60,1,5
900,4,60,1,5
850,1,60,1,8
850,2,60,1,3
550,2,60,1,27
3000,1,62,1,17
2550,1,62,1,5
1800,1,62,1,2
1750,1,63,1,6
4500,3,64,1,3
2500,1,64,1,3
4500,3,65,1,3
1950,1,65,1,6
1950,1,65,1,6
1950,2,65,1,6
1500,0,65,1,5
2100,1,66,1,6
2600,1,70,1,2
2300,1,70,1,2
500,1,70,1,27
2300,4,72,1,6
1900,1,75,1,2
3500,1,79,1,2
3950,4,80,1,12
3500,1,80,1,2
3500,1,80,1,2
1300,1,80,1,5
2500,1,81,1,12
3500,1,82,1,2
2000,1,83,1,6
2800,3,85,1,3
4500,1,88,1,13
850,4,97,1,5
6500,3,100,1,1
3500,1,109,1,1
2800,1,120,1,12
1000,4,128,1,27
4000,1,160,1,1
3500,4,200,1,9
8000,4,400,1,22
3500,4,2000,1,6
800,1,26,2,10
1100,0,28,2,1
1700,2,30,2,6
1300,2,30,2,6
600,1,33,2,5
1200,1,35,2,18
750,2,35,2,9
800,1,36,2,15
2200,1,38,2,2
1100,1,38,2,8
1100,1,38,2,8
1100,1,38,2,8
1200,1,39,2,4
2600,1,40,2,17
1400,1,40,2,1
1300,1,40,2,12
1300,1,40,2,16
1300,4,40,2,18
1200,1,40,2,6
850,1,40,2,5
750,1,40,2,5
750,1,40,2,12
700,1,40,2,8
650,1,40,2,10
650,1,40,2,28
650,1,40,2,15
580,4,40,2,5
500,1,40,2,9
1300,1,41,2,8
1650,1,42,2,1
1500,1,42,2,21
1300,1,42,2,14
1200,1,42,2,9
900,1,42,2,9
1700,1,43,2,4
1450,1,43,2,16
1300,1,43,2,5
1050,1,43,2,14
900,1,43,2,14
1600,1,44,2,2
1500,1,44,2,3
1230,1,44,2,23
1100,1,44,2,9
950,1,44,2,5
950,1,44,2,5
900,1,44,2,19
850,1,44,2,25
500,1,44,2,25
2000,4,45,2,12
1690,1,45,2,6
1500,1,45,2,16
1450,1,45,2,4
1200,1,45,2,4
1100,4,45,2,12
1020,1,45,2,9
1000,1,45,2,18
900,1,45,2,8
900,1,45,2,5
850,1,45,2,5
850,1,45,2,5
800,1,45,2,25
800,1,45,2,8
800,1,45,2,8
750,1,45,2,10
750,1,45,2,5
750,1,45,2,18
700,1,45,2,9
700,1,45,2,5
670,4,45,2,10
650,1,45,2,9
650,1,45,2,26
600,1,45,2,9
600,1,45,2,10
590,1,45,2,10
550,1,45,2,11
500,1,45,2,5
980,1,46,2,9
1300,1,47,2,16
1300,1,47,2,1
980,1,47,2,9
550,1,47,2,11
1900,1,48,2,1
1900,1,48,2,2
1750,1,48,2,4
1500,1,48,2,4
1500,1,48,2,3
1350,1,48,2,1
1350,1,48,2,14
1250,1,48,2,5
1200,1,48,2,14
1100,1,48,2,5
1100,1,48,2,11
1100,1,48,2,14
950,1,48,2,15
900,1,48,2,8
780,1,48,2,25
750,1,48,2,9
750,1,48,2,25
750,1,48,2,5
650,1,48,2,20
650,1,48,2,20
650,1,48,2,20
1650,1,49,2,5
1400,1,49,2,3
1000,4,49,2,5
950,1,49,2,14
950,1,49,2,14
700,1,49,2,20
500,1,49,2,25
2700,1,50,2,2
2000,1,50,2,6
1800,1,50,2,1
1800,1,50,2,4
1800,1,50,2,1
1700,1,50,2,21
1600,4,50,2,8
1500,1,50,2,3
1400,1,50,2,8
1400,1,50,2,21
1400,1,50,2,21
1400,1,50,2,21
1400,1,50,2,21
1400,1,50,2,8
1300,1,50,2,21
1300,1,50,2,21
1300,1,50,2,21
1300,1,50,2,19
1250,1,50,2,21
1200,1,50,2,21
1200,1,50,2,21
1200,4,50,2,5
1200,4,50,2,10
1100,1,50,2,21
1100,1,50,2,8
1100,1,50,2,14
1100,1,50,2,10
1100,1,50,2,5
1000,1,50,2,14
1000,1,50,2,11
1000,2,50,2,14
1000,4,50,2,5
900,1,50,2,9
900,1,50,2,11
900,1,50,2,8
900,1,50,2,10
900,1,50,2,20
850,1,50,2,5
850,1,50,2,11
850,1,50,2,15
850,1,50,2,8
850,1,50,2,19
840,1,50,2,8
800,1,50,2,19
800,1,50,2,8
800,1,50,2,5
800,1,50,2,5
800,1,50,2,25
800,1,50,2,4
800,1,50,2,5
800,4,50,2,5
780,1,50,2,8
750,1,50,2,8
750,4,50,2,10
730,1,50,2,15
730,1,50,2,15
700,1,50,2,5
700,1,50,2,9
690,1,50,2,9
650,1,50,2,28
630,1,50,2,9
600,1,50,2,27
550,1,50,2,9
1800,1,51,2,2
1300,1,51,2,9
1100,1,51,2,16
1100,1,51,2,16
1000,1,51,2,5
800,1,51,2,9
700,1,51,2,5
330000,1,52,2,4
2200,1,52,2,1
2000,1,52,2,4
1680,1,52,2,3
1400,1,52,2,8
1300,1,52,2,5
1150,1,52,2,1
1100,1,52,2,15
1000,1,52,2,11
1000,1,52,2,19
1000,1,52,2,9
980,1,52,2,4
840,1,52,2,9
800,1,52,2,9
700,1,52,2,11
2600,1,53,2,1
1300,1,53,2,29
1200,1,53,2,10
1000,1,53,2,14
800,1,53,2,5
800,1,53,2,9
2900,1,54,2,2
2500,1,54,2,3
1800,1,54,2,3
1480,1,54,2,6
1350,1,54,2,5
1100,1,54,2,8
1000,1,54,2,5
900,1,54,2,4
850,1,54,2,11
650,1,54,2,9
210,1,54,2,21
2800,1,55,2,1
2500,1,55,2,4
2300,1,55,2,2
2000,1,55,2,3
1950,1,55,2,4
1850,1,55,2,8
1850,1,55,2,16
1800,1,55,2,3
1600,1,55,2,3
1500,1,55,2,16
1450,1,55,2,8
1400,1,55,2,1
1400,1,55,2,3
1400,1,55,2,4
1350,1,55,2,26
1300,1,55,2,10
1300,1,55,2,1
1250,1,55,2,10
1230,1,55,2,11
1200,1,55,2,5
1200,1,55,2,5
1200,1,55,2,15
1150,1,55,2,8
1100,1,55,2,5
950,1,55,2,5
950,1,55,2,5
950,1,55,2,11
900,1,55,2,10
850,1,55,2,20
850,1,55,2,20
850,1,55,2,11
800,1,55,2,20
790,1,55,2,8
750,1,55,2,9
700,1,55,2,11
700,1,55,2,11
600,1,55,2,9
2600,1,56,2,3
2300,1,56,2,4
2000,1,56,2,3
1950,1,56,2,2
1700,1,56,2,4
1600,1,56,2,18
1400,1,56,2,4
700,1,56,2,9
2200,1,57,2,8
2100,1,57,2,8
1700,1,57,2,16
1600,1,57,2,2
1500,1,57,2,21
1500,1,57,2,8
1200,1,57,2,11
1000,1,57,2,5
950,1,57,2,10
900,1,57,2,5
800,1,57,2,10
2500,1,58,2,2
2300,1,58,2,3
2100,1,58,2,3
1900,1,58,2,8
1800,1,58,2,4
1500,1,58,2,8
1400,1,58,2,1
1000,1,58,2,9
900,1,58,2,9
800,1,58,2,5
800,1,58,2,9
700,1,58,2,5
1800,1,59,2,1
1750,1,59,2,2
1650,1,59,2,4
1450,1,59,2,16
1200,1,59,2,9
1100,1,59,2,9
850,1,59,2,10
800,1,59,2,10
3000,1,60,2,6
3000,1,60,2,2
2900,1,60,2,2
2500,1,60,2,4
2500,1,60,2,2
2300,1,60,2,2
2300,1,60,2,4
2300,4,60,2,8
2100,1,60,2,6
2050,1,60,2,6
2000,1,60,2,2
2000,1,60,2,4
2000,1,60,2,2
2000,1,60,2,4
1950,1,60,2,2
1850,1,60,2,6
1800,1,60,2,4
1800,1,60,2,4
1800,1,60,2,1
1800,1,60,2,2
1700,4,60,2,14
1650,1,60,2,3
1650,1,60,2,4
1600,1,60,2,2
1600,1,60,2,1
1600,1,60,2,4
1500,1,60,2,3
1500,4,60,2,5
1500,4,60,2,8
1400,1,60,2,8
1350,1,60,2,14
1350,1,60,2,5
1300,1,60,2,8
1300,1,60,2,4
1200,1,60,2,5
1200,1,60,2,5
1200,1,60,2,29
1200,1,60,2,11
1200,1,60,2,15
1200,1,60,2,15
1200,1,60,2,4
1200,4,60,2,14
1100,1,60,2,26
1100,1,60,2,1
1100,1,60,2,15
1100,1,60,2,15
1000,1,60,2,20
1000,1,60,2,18
1000,1,60,2,5
1000,1,60,2,18
1000,1,60,2,11
1000,4,60,2,15
990,4,60,2,5
950,1,60,2,11
950,1,60,2,11
950,1,60,2,11
950,1,60,2,18
950,4,60,2,19
900,1,60,2,8
900,1,60,2,18
900,1,60,2,9
900,1,60,2,11
900,1,60,2,5
900,1,60,2,5
900,1,60,2,5
900,4,60,2,28
850,1,60,2,20
850,1,60,2,19
850,1,60,2,23
850,1,60,2,5
850,1,60,2,10
800,1,60,2,11
800,1,60,2,11
800,1,60,2,11
800,1,60,2,11
800,1,60,2,11
800,1,60,2,5
800,1,60,2,11
800,1,60,2,5
800,4,60,2,5
750,1,60,2,5
700,1,60,2,9
700,1,60,2,5
650,1,60,2,15
600,4,60,2,5
550,1,60,2,10
430,1,60,2,23
270000,1,61,2,14
2790,1,61,2,2
2300,1,61,2,1
2050,1,61,2,1
1850,1,61,2,4
1050,1,61,2,10
1000,1,61,2,4
700,1,61,2,5
2200,1,62,2,8
2200,1,62,2,1
2100,1,62,2,8
1900,1,62,2,16
1600,1,62,2,8
1490,1,62,2,1
1400,1,62,2,16
1200,1,62,2,10
1000,1,62,2,5
1000,1,62,2,5
950,1,62,2,5
800,1,62,2,9
5500,1,63,2,1
2700,1,63,2,24
2000,1,63,2,3
950,1,63,2,5
3300,1,64,2,3
2600,1,64,2,1
2450,1,64,2,3
2200,1,64,2,1
2100,1,64,2,8
1600,1,64,2,16
1000,1,64,2,20
950,1,64,2,11
3200,1,65,2,2
2500,1,65,2,1
2200,1,65,2,3
2200,1,65,2,3
2000,1,65,2,2
1800,1,65,2,1
1700,1,65,2,1
1700,1,65,2,2
1300,1,65,2,5
1290,1,65,2,5
1200,1,65,2,8
1100,1,65,2,5
1000,1,65,2,8
900,1,65,2,5
900,1,65,2,5
800,4,65,2,25
750,1,65,2,5
750,4,65,2,23
700,1,65,2,5
700,1,65,2,5
2850,1,66,2,3
2600,1,66,2,24
1850,1,66,2,1
900,1,66,2,10
2300,4,67,2,21
1500,1,67,2,5
3300,1,68,2,17
2600,1,68,2,24
2400,1,68,2,1
2300,1,68,2,24
2000,1,68,2,4
1950,1,68,2,4
1900,1,68,2,4
1700,1,68,2,4
1650,1,68,2,4
1600,1,68,2,3
1500,1,68,2,4
1300,1,68,2,9
1200,1,68,2,9
1000,1,68,2,23
850,1,68,2,5
700,1,68,2,5
2800,1,69,2,4
1590,1,69,2,4
1400,1,69,2,14
179000,1,70,2,9
3500,1,70,2,17
3350,1,70,2,1
3200,1,70,2,1
3200,1,70,2,13
3000,1,70,2,1
2950,1,70,2,1
2900,1,70,2,1
2850,1,70,2,4
2650,1,70,2,4
2600,1,70,2,24
2500,1,70,2,24
2450,1,70,2,3
2200,1,70,2,3
2000,1,70,2,14
1900,1,70,2,8
1900,1,70,2,4
1900,1,70,2,1
1400,1,70,2,18
1200,1,70,2,8
1200,1,70,2,5
1200,1,70,2,18
1200,4,70,2,5
1100,4,70,2,5
1000,1,70,2,5
1000,1,70,2,25
1000,1,70,2,18
1000,1,70,2,11
1000,4,70,2,14
1000,4,70,2,18
900,1,70,2,5
900,1,70,2,9
900,4,70,2,5
900,4,70,2,5
899,4,70,2,9
850,1,70,2,5
850,1,70,2,14
800,4,70,2,23
750,4,70,2,10
2800,1,71,2,1
1200,1,71,2,23
900,1,71,2,5
2800,1,72,2,2
2800,1,72,2,1
1500,1,72,2,4
900,4,72,2,9
800,1,72,2,5
4000,1,73,2,1
2000,1,73,2,8
3200,1,74,2,1
3100,1,74,2,1
1350,4,74,2,4
4000,1,75,2,17
3000,1,75,2,3
3000,1,75,2,2
3000,1,75,2,2
3000,1,75,2,2
3000,1,75,2,3
3000,1,75,2,2
2500,1,75,2,3
2500,1,75,2,3
2450,1,75,2,1
2450,1,75,2,3
2290,1,75,2,1
1200,4,75,2,5
1150,1,75,2,4
1100,1,75,2,28
1100,1,75,2,4
1000,1,75,2,5
1000,1,75,2,20
800,1,75,2,15
650,1,75,2,10
600,4,75,2,25
1050,1,76,2,5
4500,1,77,2,13
1600,1,77,2,4
4800,1,78,2,13
4200,1,78,2,17
1600,1,78,2,4
1500,1,78,2,5
4400,1,80,2,1
3600,1,80,2,8
3500,1,80,2,2
3200,1,80,2,13
2700,1,80,2,1
2500,1,80,2,3
2400,1,80,2,4
2300,1,80,2,1
1800,1,80,2,4
1600,4,80,2,15
1300,1,80,2,26
1200,4,80,2,5
1100,4,80,2,9
1050,1,80,2,23
800,4,80,2,5
3200,1,82,2,1
2150,1,82,2,4
2000,1,83,2,1
1400,1,83,2,5
1300,1,84,2,5
3500,1,85,2,3
3150,1,85,2,2
2000,1,85,2,4
1800,1,85,2,4
1375,1,85,2,14
3500,1,86,2,13
1200,1,86,2,14
4000,1,90,2,3
3700,1,90,2,2
3000,1,90,2,1
2300,1,90,2,24
1600,1,90,2,15
1500,1,90,2,5
1500,1,90,2,5
1500,4,90,2,15
1400,4,90,2,15
1300,4,90,2,5
1100,1,90,2,28
1000,4,90,2,27
950,1,90,2,9
800,4,90,2,10
2450,1,91,2,8
2800,1,93,2,3
2300,1,94,2,4
4200,1,95,2,2
7500,1,96,2,1
5000,1,96,2,1
2950,1,96,2,3
1800,4,96,2,14
4200,1,100,2,2
4200,1,100,2,1
3100,1,100,2,3
1600,4,100,2,27
1300,4,100,2,5
900,1,105,2,5
2200,1,107,2,4
3300,1,108,2,3
3300,1,109,2,4
2500,4,110,2,12
3500,4,113,2,3
2500,4,116,2,12
900,4,120,2,15
3300,4,125,2,12
4300,1,126,2,1
1000,4,128,2,27
10000,1,130,2,7
1100,4,130,2,9
10000,1,138,2,2
4400,1,139,2,2
1226,4,144,2,10
5000,1,146,2,3
1200,4,150,2,15
700,4,150,2,10
6500,1,158,2,1
5500,1,158,2,1
2000,4,160,2,18
5500,1,167,2,1
12000,1,172,2,17
2950,4,200,2,12
1400,4,200,2,15
6500,1,210,2,3
10000,1,340,2,3
13000,4,359,2,7
14000,0,430,2,5
21500,0,550,2,12
5500,4,700,2,12
2200,4,1000,2,12
3000,4,2500,2,22
3500,1,11,3,1
800,1,50,3,5
1200,1,51,3,9
900,1,53,3,11
1500,1,57,3,26
850,1,57,3,5
960,1,58,3,25
1400,1,59,3,14
1400,1,60,3,14
1300,1,60,3,26
1300,4,60,3,5
1100,4,60,3,9
1000,1,60,3,10
850,1,60,3,10
850,4,60,3,15
2200,1,62,3,16
1800,1,62,3,16
1650,1,62,3,5
1600,1,62,3,8
1300,4,62,3,5
2500,1,63,3,4
1450,1,63,3,16
1300,1,63,3,9
1600,1,64,3,4
1200,1,64,3,5
2775,1,65,3,16
2200,1,65,3,16
1550,1,65,3,14
1250,1,65,3,9
1200,1,65,3,9
1200,4,65,3,5
1100,1,65,3,5
900,1,65,3,9
850,1,65,3,5
2700,4,67,3,21
2500,4,67,3,21
2300,4,67,3,21
2100,4,67,3,21
1700,1,67,3,16
2200,1,68,3,16
2000,1,68,3,16
1850,1,68,3,16
1500,1,68,3,18
650,1,68,3,5
1850,1,69,3,16
1600,1,69,3,23
3400,1,70,3,2
1900,1,70,3,4
1900,4,70,3,14
1600,1,70,3,16
1400,4,70,3,5
1300,4,70,3,10
1290,1,70,3,19
1200,1,70,3,5
1200,4,70,3,9
1000,1,70,3,9
2100,1,72,3,4
2000,1,72,3,4
1890,1,72,3,4
1800,1,72,3,16
1600,1,72,3,4
1450,1,72,3,4
1400,1,72,3,23
1600,1,73,3,23
1200,1,73,3,5
3200,1,75,3,1
2900,1,75,3,3
2500,1,75,3,23
1800,1,75,3,18
1700,1,75,3,16
1100,4,75,3,5
1050,4,75,3,19
1000,4,75,3,10
1350,1,76,3,19
2500,1,77,3,8
2200,1,77,3,5
1600,1,77,3,8
2700,1,78,3,24
2500,1,78,3,3
2300,1,78,3,3
2200,1,78,3,4
2200,1,78,3,8
1400,1,78,3,26
2700,1,79,3,3
3500,1,80,3,1
3350,1,80,3,1
3300,1,80,3,2
2700,1,80,3,1
2700,1,80,3,1
2600,1,80,3,3
2500,1,80,3,4
2500,4,80,3,21
2500,4,80,3,14
2500,4,80,3,5
2300,1,80,3,3
2000,1,80,3,16
2000,1,80,3,5
2000,4,80,3,23
1650,4,80,3,8
1600,4,80,3,9
1500,1,80,3,16
1400,1,80,3,16
1200,4,80,3,5
1100,1,80,3,5
1000,1,80,3,10
950,1,80,3,19
950,4,80,3,25
900,4,80,3,15
800,1,80,3,10
800,4,80,3,27
5000,1,81,3,3
5000,1,81,3,3
3100,1,81,3,2
2250,1,81,3,4
2300,1,82,3,1
2100,1,82,3,4
2900,1,84,3,4
2000,1,84,3,15
3500,1,85,3,6
3400,1,85,3,1
3200,1,85,3,3
3100,1,85,3,2
2800,1,85,3,3
2500,1,85,3,3
2300,1,85,3,1
3200,1,87,3,8
3200,1,87,3,8
2150,1,87,3,4
2600,1,88,3,3
3250,1,89,3,1
2900,1,89,3,3
2800,1,89,3,3
1990,1,89,3,8
5800,1,90,3,2
3300,1,90,3,2
3200,1,90,3,1
3100,1,90,3,1
2700,1,90,3,20
2600,1,90,3,2
2500,1,90,3,3
2400,1,90,3,3
2300,1,90,3,4
2300,4,90,3,14
1800,4,90,3,5
1700,1,90,3,5
1600,4,90,3,29
1350,4,90,3,10
1300,4,90,3,9
1100,4,90,3,10
5500,1,91,3,13
5500,1,91,3,13
3700,1,92,3,2
3200,1,92,3,1
3200,1,92,3,2
2200,1,92,3,23
3500,1,94,3,1
3000,1,94,3,1
3000,1,94,3,1
5100,1,95,3,1
4200,1,95,3,1
3700,1,95,3,2
3500,1,95,3,2
3480,1,95,3,1
3400,1,95,3,1
3300,1,95,3,1
1700,4,95,3,19
5100,1,96,3,1
5100,1,96,3,1
5100,1,96,3,1
5100,1,96,3,1
4843,1,96,3,17
3800,1,97,3,3
2450,1,97,3,8
2100,1,97,3,14
4800,1,98,3,2
3400,1,98,3,4
2200,1,98,3,4
7000,1,99,3,2
7000,1,100,3,1
4500,1,100,3,1
4000,1,100,3,13
3990,4,100,3,3
3300,1,100,3,8
3200,4,100,3,8
3150,1,100,3,1
3000,1,100,3,1
3000,1,100,3,1
2750,4,100,3,16
2600,1,100,3,4
2500,1,100,3,4
2300,1,100,3,3
2300,4,100,3,29
1700,4,100,3,21
1700,4,100,3,10
1600,4,100,3,8
1500,1,100,3,15
1500,4,100,3,9
1500,4,100,3,5
1500,4,100,3,5
1300,4,100,3,9
1200,4,100,3,10
900,4,100,3,15
3000,1,102,3,4
3400,1,103,3,3
4200,1,104,3,24
3600,1,104,3,4
5000,1,105,3,1
3500,1,105,3,24
2600,1,105,3,4
4800,1,106,3,13
3400,1,106,3,24
4500,1,107,3,3
4200,1,107,3,1
3100,1,107,3,4
1000,4,107,3,28
5550,1,110,3,13
5000,1,110,3,3
5000,1,110,3,1
4900,1,110,3,1
4900,1,110,3,13
4500,4,110,3,3
4000,1,110,3,3
3600,1,110,3,3
2700,1,110,3,4
2500,4,110,3,9
2300,1,110,3,3
1800,4,110,3,10
1400,4,110,3,5
1100,4,110,3,10
1100,4,110,3,10
3800,1,112,3,3
1100,4,112,3,9
1000,4,112,3,9
6000,1,114,3,13
2500,1,115,3,4
5500,1,116,3,17
4500,1,116,3,13
7800,1,117,3,17
4000,1,118,3,1
500000,4,120,3,11
5400,1,120,3,17
4200,1,120,3,2
4200,4,120,3,16
4000,1,120,3,2
4000,1,120,3,3
4000,1,120,3,3
4000,1,120,3,2
4000,1,120,3,2
4000,1,120,3,1
4000,1,120,3,2
4000,1,120,3,1
4000,1,120,3,1
3900,4,120,3,8
3580,1,120,3,1
3500,4,120,3,16
3400,1,120,3,3
3400,4,120,3,3
3200,1,120,3,3
3000,4,120,3,8
2950,4,120,3,12
2950,4,120,3,12
2850,4,120,3,12
2500,4,120,3,8
2300,1,120,3,4
2300,4,120,3,29
2300,4,120,3,14
2300,4,120,3,10
2000,4,120,3,11
1900,4,120,3,8
1500,4,120,3,15
1300,4,120,3,9
1200,4,120,3,10
5500,1,122,3,13
4800,1,122,3,1
4000,1,123,3,1
2200,1,123,3,3
1400,4,123,3,10
1800,4,125,3,11
8000,1,127,3,17
6100,1,127,3,1
6000,1,127,3,13
3500,1,127,3,1
2300,1,127,3,4
4300,1,128,3,1
4500,1,130,3,1
4200,4,130,3,3
3000,1,130,3,1
2800,1,130,3,1
2700,1,130,3,4
4600,1,134,3,1
3300,1,134,3,3
4700,1,135,3,1
4290,1,136,3,3
3700,1,136,3,1
3800,1,138,3,2
3600,1,140,3,3
3000,1,140,3,4
2500,1,140,3,4
1400,4,142,3,9
4500,1,144,3,3
3100,1,144,3,1
2950,1,146,3,4
170000,4,150,3,9
4000,1,150,3,1
3300,4,150,3,23
3200,4,150,3,12
3000,4,150,3,8
3000,4,150,3,5
2200,4,150,3,18
2000,4,150,3,5
1700,4,150,3,5
1600,4,150,3,5
300,4,150,3,15
3300,1,154,3,3
1500,4,154,3,10
4500,1,155,3,3
5800,1,156,3,3
5700,1,156,3,3
5000,1,156,3,3
5800,1,157,3,3
5500,1,157,3,3
5800,1,158,3,3
10000,1,160,3,3
7300,1,160,3,3
7200,1,160,3,3
6000,1,160,3,3
3500,1,160,3,4
3500,1,160,3,4
3500,1,160,3,4
2600,4,160,3,14
3600,1,161,3,4
3500,1,161,3,4
3500,1,161,3,4
3500,1,162,3,4
5900,1,166,3,3
5600,1,169,3,3
5500,1,170,3,3
4500,1,170,3,3
3000,4,170,3,14
2700,4,170,3,6
2500,4,170,3,7
13000,1,190,3,3
2000,4,190,3,15
6800,1,194,3,3
3700,4,196,3,3
4800,1,199,3,3
25000,1,200,3,13
9000,1,200,3,2
7800,1,200,3,1
5500,1,200,3,3
2500,4,200,3,14
4200,4,201,3,18
6000,1,202,3,3
3800,4,210,3,3
2700,4,210,3,5
8800,4,220,3,14
10500,1,224,3,2
3300,4,230,3,9
2600,4,230,3,18
12250,1,234,3,3
9000,1,246,3,3
4000,4,248,3,5
4800,4,250,3,6
1800,4,250,3,10
2900,4,253,3,12
16000,1,255,3,13
16000,1,255,3,13
16000,1,255,3,13
4500,4,256,3,6
12500,1,258,3,13
6000,4,260,3,1
1800,4,275,3,23
4000,4,280,3,5
3700,4,290,3,6
18000,1,300,3,17
4300,4,300,3,18
4200,4,300,3,12
3800,4,300,3,18
3500,4,320,3,12
17000,1,382,3,13
1900,0,390,3,19
4300,4,400,3,12
10000,4,450,3,7
800000,4,500,3,9
22000,4,600,3,7
6600,4,600,3,1
25000,4,700,3,22
3000,4,800,3,23
25000,0,900,3,12
1600,4,65,4,8
1350,1,70,4,5
2900,1,91,4,4
3500,1,100,4,11
3400,4,100,4,8
3000,4,100,4,8
2300,1,100,4,4
1450,4,100,4,5
2850,1,104,4,4
3300,1,106,4,4
3000,1,106,4,4
3000,1,110,4,4
4500,1,120,4,3
3400,1,122,4,4
3900,1,124,4,24
3700,1,124,4,24
6100,1,127,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6300,1,128,4,1
6100,1,128,4,1
6100,1,128,4,1
6300,1,129,4,1
6300,1,129,4,1
6300,1,129,4,1
6100,1,129,4,1
2100,4,130,4,14
3300,4,132,4,8
4000,1,133,4,4
12000,1,134,4,1
3500,1,137,4,1
2900,1,138,4,4
5500,1,140,4,2
5000,4,140,4,8
3950,1,140,4,1
3700,1,140,4,2
3400,1,140,4,4
5700,1,144,4,2
3800,1,146,4,4
5700,1,148,4,2
8000,1,150,4,1
4500,1,150,4,1
4100,1,150,4,1
3400,4,150,4,12
6800,1,152,4,13
5750,1,152,4,13
4500,1,153,4,4
7000,1,154,4,13
7500,1,160,4,2
4250,1,160,4,1
3942,1,160,4,4
2200,4,160,4,8
7500,1,168,4,3
7200,1,170,4,1
5600,1,170,4,3
5500,1,170,4,4
4500,4,170,4,6
6500,1,171,4,13
6900,1,173,4,1
6000,1,174,4,1
5800,1,176,4,1
5100,1,180,4,3
4500,4,180,4,8
3100,4,180,4,11
1800,4,180,4,14
7800,1,181,4,1
4200,1,186,4,4
7500,1,187,4,2
2000,4,187,4,19
4500,1,188,4,4
5500,1,189,4,4
6200,1,192,4,3
5000,1,192,4,2
8000,1,193,4,2
2700,4,194,4,19
6000,1,197,4,2
8500,1,198,4,3
9000,1,199,4,2
10000,1,200,4,2
10000,1,200,4,1
10000,1,200,4,2
10000,1,200,4,1
10000,1,200,4,2
10000,1,200,4,2
4400,1,200,4,3
4000,4,200,4,8
3000,4,201,4,8
6800,1,202,4,1
4800,1,203,4,4
6500,1,210,4,3
7000,1,211,4,3
7800,1,212,4,1
8500,1,215,4,13
9000,1,218,4,2
19500,1,220,4,3
19500,1,220,4,13
19500,1,220,4,13
3500,4,220,4,5
2700,4,220,4,8
5650,4,224,4,3
4300,1,230,4,4
9500,1,234,4,3
7000,1,237,4,3
8500,1,240,4,2
4500,1,240,4,3
3500,4,240,4,12
6000,1,247,4,3
5200,4,249,4,18
3980,4,250,4,12
3500,4,250,4,12
3500,4,250,4,11
3500,4,250,4,12
16000,1,263,4,2
5500,1,264,4,3
3000,4,267,4,18
12500,1,270,4,1
11000,1,280,4,1
11000,1,280,4,1
8200,1,280,4,3
8200,1,281,4,3
7800,4,292,4,6
8000,4,300,4,12
6000,4,300,4,7
5500,4,300,4,8
4950,4,300,4,3
4700,4,300,4,12
3700,4,300,4,8
11500,1,301,4,3
14000,1,303,4,2
7000,4,306,4,6
12000,1,307,4,2
3000,4,319,4,11
5000,4,320,4,5
15000,1,330,4,2
8000,4,350,4,7
5200,4,350,4,12
5000,4,350,4,7
11000,4,360,4,7
2200,4,360,4,27
4400,4,370,4,12
17000,1,382,4,13
8000,4,383,4,22
19900,4,400,4,7
9000,4,400,4,7
8000,4,400,4,6
5700,4,400,4,12
